marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
dell,2011,4,8,4,não,0,3,288,FULLHD,AMOLED,sim,0,250,2em1
lenovo,2011,4,8,8,não,0,3,414,FULLHD,AMOLED,não,1000,250,premium
razer,2018,4,6,16,sim,6,3,31,QUADHD,AMOLED,não,0,250,jogos_premium
xiaomi,2015,4,7,8,não,0,3,509,FULLHD,AMOLED,não,0,250,premium
huawei,2014,8,16,8,não,0,3,496,QUADHD,AMOLED,não,0,500,premium
razer,2012,12,15,32,sim,6,1,116,FULLHD,AMOLED,não,250,1000,jogos_premium
apple,2021,10,17,16,não,0,2,533,4K,OLED,não,0,500,premium
dell,2013,10,16,16,sim,6,2,115,QUADHD,IPS,não,250,500,jogos_intermediarios
samsung,2023,12,19,16,não,0,3,575,QUADHD,AMOLED,sim,0,250,premium
asus,2013,6,6,8,não,0,3,234,FULLHD,IPS,sim,0,250,2em1
samsung,2013,10,20,12,sim,6,4,97,QUADHD,IPS,não,500,500,jogos_intermediarios
razer,2023,12,22,8,não,0,2,455,4K,AMOLED,não,0,2000,premium
samsung,2014,8,11,12,sim,6,1,115,4K,VA,não,0,2000,jogos_intermediarios
xiaomi,2018,10,13,16,não,0,3,577,FULLHD,AMOLED,não,0,250,premium
positivo,2012,2,3,4,não,0,3,289,HD,TN,não,250,0,entrada
razer,2023,12,14,8,não,0,2,481,4K,OLED,não,0,500,premium
hp,2023,6,7,16,sim,6,4,155,QUADHD,OLED,não,0,250,jogos_intermediarios
razer,2014,12,18,16,não,0,3,564,QUADHD,OLED,não,2000,250,premium
huawei,2020,12,22,16,não,0,2,477,QUADHD,OLED,não,0,250,premium
acer,2015,8,13,4,não,0,2,565,FULLHD,VA,não,0,250,ultraportatil
hp,2019,4,5,6,não,0,2,599,FULLHD,TN,não,0,500,ultraportatil
razer,2014,6,7,16,sim,6,1,67,QUADHD,AMOLED,não,0,250,jogos_premium
razer,2010,12,16,8,não,0,3,551,FULLHD,AMOLED,não,500,250,premium
huawei,2020,6,9,8,não,0,3,535,FULLHD,AMOLED,não,0,250,premium
dell,2012,2,3,8,sim,2,1,197,FULLHD,VA,não,250,125,jogos_entrada
xiaomi,2020,6,9,8,não,0,3,525,4K,AMOLED,não,0,250,premium
hp,2016,10,11,8,sim,2,4,57,FULLHD,IPS,não,0,250,jogos_entrada
lenovo,2018,8,15,16,não,0,2,504,FULLHD,VA,não,0,1000,ultraportatil
razer,2013,4,7,16,não,0,3,481,QUADHD,AMOLED,não,2000,250,premium
lenovo,2011,2,3,16,não,0,3,573,FULLHD,IPS,não,500,250,ultraportatil
apple,2014,8,15,16,não,0,2,573,QUADHD,OLED,não,2000,250,premium
razer,2018,4,6,16,não,0,2,491,QUADHD,AMOLED,não,0,1000,premium
samsung,2014,4,8,4,não,0,2,83,HD,IPS,não,250,0,entrada
apple,2019,10,20,16,não,0,2,407,FULLHD,OLED,não,0,250,premium
lenovo,2019,4,6,12,sim,2,4,48,FULLHD,VA,não,0,2000,jogos_entrada
asus,2011,2,3,8,não,0,3,179,FULLHD,IPS,sim,1000,250,2em1
huawei,2023,4,6,16,não,0,2,475,FULLHD,AMOLED,não,0,2000,premium
dell,2011,12,24,16,não,0,3,549,QUADHD,OLED,não,500,250,premium
samsung,2021,6,7,32,sim,6,4,105,4K,OLED,não,0,2000,jogos_premium
xiaomi,2015,8,9,8,não,0,3,502,QUADHD,OLED,não,0,1000,premium
dell,2018,6,12,8,não,0,2,447,FULLHD,OLED,não,0,250,premium
xiaomi,2012,12,19,16,não,0,3,400,QUADHD,OLED,não,1000,250,premium
huawei,2016,12,16,16,não,0,3,544,QUADHD,AMOLED,não,0,500,premium
apple,2013,6,12,16,não,0,3,570,4K,OLED,não,2000,250,premium
dell,2018,10,11,16,sim,6,1,90,FULLHD,AMOLED,não,0,500,jogos_premium
huawei,2020,10,15,8,não,0,3,403,4K,AMOLED,não,0,250,premium
razer,2016,8,9,16,sim,6,3,36,4K,OLED,não,0,250,jogos_premium
dell,2010,2,3,8,não,0,1,148,HD,TN,não,500,0,intermediario
razer,2022,10,10,8,não,0,2,422,FULLHD,AMOLED,não,0,250,premium
xiaomi,2014,12,22,8,não,0,3,401,4K,OLED,não,500,250,premium
apple,2018,8,10,16,não,0,3,573,QUADHD,AMOLED,não,0,1000,premium
xiaomi,2018,6,6,8,não,0,2,545,4K,AMOLED,não,0,250,premium
acer,2022,4,7,6,não,0,3,535,FULLHD,VA,não,0,250,ultraportatil
razer,2013,10,14,8,não,0,2,489,FULLHD,OLED,não,2000,250,premium
samsung,2021,4,4,32,sim,6,4,178,QUADHD,AMOLED,não,0,250,jogos_premium
dell,2012,12,15,12,sim,6,4,146,4K,IPS,não,250,125,jogos_intermediarios
razer,2011,10,11,16,sim,6,3,54,4K,AMOLED,não,1000,2000,jogos_premium
asus,2012,4,4,16,não,0,3,491,HD,OLED,não,250,0,intermediario
apple,2010,8,15,16,não,0,3,400,QUADHD,AMOLED,não,250,250,premium
apple,2020,8,16,16,não,0,2,552,QUADHD,AMOLED,não,0,2000,premium
huawei,2011,10,19,16,não,0,3,489,FULLHD,OLED,não,2000,250,premium
lenovo,2022,10,13,12,sim,6,4,120,4K,TN,não,0,250,jogos_intermediarios
huawei,2016,10,11,8,não,0,2,427,QUADHD,OLED,não,0,2000,premium
asus,2011,6,12,6,não,0,4,237,HD,VA,não,2000,0,intermediario
dell,2012,4,7,2,não,0,2,76,FULLHD,AMOLED,sim,2000,250,2em1
razer,2018,8,11,8,não,0,2,583,FULLHD,AMOLED,não,0,250,premium
dell,2011,2,4,6,não,0,3,516,FULLHD,VA,não,250,500,ultraportatil
hp,2015,10,10,8,não,0,2,574,FULLHD,VA,não,0,1000,ultraportatil
samsung,2010,8,9,16,sim,4,2,185,FULLHD,OLED,não,1000,1000,jogos_intermediarios
positivo,2019,10,11,2,não,0,3,52,HD,IPS,não,1000,0,entrada
apple,2019,4,4,16,não,0,2,584,FULLHD,AMOLED,não,0,1000,premium
lenovo,2023,8,8,32,não,0,3,516,FULLHD,OLED,não,0,500,ultraportatil
positivo,2013,6,12,16,não,0,4,200,HD,IPS,não,500,0,entrada
lenovo,2016,10,14,16,sim,4,2,89,FULLHD,IPS,não,0,250,jogos_intermediarios
lenovo,2012,6,6,6,não,0,2,594,FULLHD,IPS,não,500,250,ultraportatil
acer,2011,6,9,8,não,0,1,122,HD,IPS,não,2000,0,entrada
xiaomi,2012,4,8,16,não,0,3,552,4K,AMOLED,não,2000,250,premium
samsung,2013,2,2,8,não,0,2,529,FULLHD,VA,não,1000,2000,ultraportatil
positivo,2016,10,12,16,não,0,4,64,HD,TN,não,500,0,entrada
positivo,2013,6,8,8,não,0,4,49,HD,IPS,não,500,0,entrada
huawei,2017,4,7,16,não,0,3,569,FULLHD,OLED,não,0,250,premium
hp,2018,10,12,64,não,0,3,594,FULLHD,IPS,não,0,1000,ultraportatil
samsung,2014,4,5,2,não,0,2,78,HD,OLED,não,500,0,intermediario
razer,2020,6,6,8,não,0,3,594,QUADHD,OLED,não,0,500,premium
positivo,2018,6,10,8,não,0,3,211,HD,TN,não,1000,0,entrada
positivo,2012,6,8,4,não,0,2,40,HD,IPS,não,250,0,entrada
samsung,2014,12,24,12,sim,6,1,115,FULLHD,TN,não,0,500,jogos_intermediarios
huawei,2023,10,18,8,não,0,3,438,4K,AMOLED,não,0,250,premium
apple,2018,8,10,8,não,0,2,468,FULLHD,AMOLED,não,0,1000,premium
samsung,2019,8,15,32,não,0,3,525,FULLHD,OLED,não,0,1000,ultraportatil
asus,2013,6,10,6,não,0,4,263,HD,IPS,não,1000,0,entrada
hp,2021,12,14,12,sim,4,4,118,FULLHD,VA,não,0,500,jogos_entrada
acer,2014,6,12,2,não,0,1,359,HD,IPS,não,0,1000,intermediario
lenovo,2021,12,14,4,não,0,2,582,FULLHD,IPS,não,0,2000,ultraportatil
razer,2013,6,12,16,sim,6,1,79,QUADHD,AMOLED,não,500,500,jogos_premium
asus,2013,10,20,16,não,0,2,417,QUADHD,AMOLED,não,2000,250,premium
hp,2023,4,8,12,sim,4,4,37,FULLHD,TN,não,0,250,jogos_intermediarios
samsung,2010,4,7,8,sim,2,4,85,FULLHD,IPS,não,2000,1000,jogos_entrada
dell,2019,6,9,16,sim,6,4,114,QUADHD,OLED,não,0,1000,jogos_premium
hp,2021,8,14,64,não,0,2,526,FULLHD,TN,não,0,1000,ultraportatil
xiaomi,2020,8,11,8,não,0,3,545,QUADHD,AMOLED,não,0,1000,premium
apple,2020,4,6,16,não,0,2,457,FULLHD,OLED,não,0,1000,premium
samsung,2018,8,8,16,não,0,2,428,FULLHD,OLED,não,0,1000,premium
dell,2014,6,11,16,não,0,3,359,FULLHD,IPS,sim,250,250,2em1
razer,2011,12,17,32,sim,6,2,189,4K,AMOLED,não,1000,1000,jogos_premium
hp,2010,8,8,12,sim,6,3,166,QUADHD,VA,não,250,2000,jogos_intermediarios
positivo,2011,4,6,2,não,0,1,33,HD,IPS,não,0,1000,entrada
positivo,2023,10,15,4,não,0,1,48,HD,TN,não,0,2000,entrada
lenovo,2011,6,8,16,não,0,3,585,FULLHD,OLED,não,1000,500,ultraportatil
dell,2016,4,6,16,não,0,2,418,QUADHD,AMOLED,não,0,1000,premium
positivo,2021,6,12,8,não,0,3,71,HD,IPS,não,1000,0,entrada
lenovo,2018,10,18,8,não,0,2,499,QUADHD,AMOLED,não,0,2000,premium
razer,2018,6,11,8,não,0,2,523,4K,OLED,não,0,2000,premium
asus,2015,4,5,4,não,0,2,508,FULLHD,OLED,não,0,500,ultraportatil
hp,2014,10,12,8,não,0,2,555,FULLHD,TN,não,2000,125,ultraportatil
samsung,2022,8,15,4,não,0,3,269,HD,VA,não,0,250,intermediario
dell,2021,4,4,16,não,0,3,519,FULLHD,IPS,sim,0,2000,2em1
lenovo,2015,8,11,16,não,0,2,598,FULLHD,OLED,não,0,500,ultraportatil
positivo,2012,4,6,8,não,0,2,178,HD,TN,não,0,1000,entrada
huawei,2010,4,7,8,não,0,2,400,FULLHD,OLED,não,2000,250,premium
apple,2016,6,6,16,não,0,3,550,QUADHD,OLED,não,0,2000,premium
xiaomi,2020,8,12,8,não,0,2,542,FULLHD,AMOLED,não,0,500,premium
acer,2013,4,7,12,sim,2,1,125,FULLHD,TN,não,0,250,jogos_entrada
huawei,2014,10,17,16,não,0,3,587,QUADHD,OLED,não,250,250,premium
hp,2014,10,17,16,não,0,3,542,FULLHD,TN,não,250,500,ultraportatil
hp,2012,4,7,6,não,0,2,564,FULLHD,OLED,não,500,500,ultraportatil
apple,2010,12,22,8,não,0,3,436,4K,AMOLED,não,500,250,premium
dell,2019,10,18,32,sim,6,4,143,FULLHD,AMOLED,não,0,250,jogos_premium
apple,2022,8,9,8,não,0,2,572,FULLHD,AMOLED,não,0,1000,premium
samsung,2022,6,8,8,não,0,2,401,QUADHD,AMOLED,não,0,1000,premium
razer,2013,6,8,8,não,0,2,503,FULLHD,OLED,não,2000,250,premium
xiaomi,2017,6,9,8,não,0,2,486,4K,OLED,não,0,1000,premium
asus,2019,12,14,12,não,0,2,414,FULLHD,IPS,sim,0,250,2em1
razer,2013,8,8,8,não,0,3,521,QUADHD,OLED,não,1000,250,premium
xiaomi,2012,10,17,8,não,0,2,566,QUADHD,OLED,não,1000,250,premium
dell,2021,12,19,4,não,0,3,372,HD,IPS,não,0,250,entrada
lenovo,2013,6,7,8,não,0,3,572,FULLHD,OLED,não,2000,250,premium
hp,2014,8,11,12,sim,6,4,64,4K,VA,não,1000,1000,jogos_intermediarios
razer,2015,6,9,16,não,0,2,554,FULLHD,OLED,não,0,250,premium
positivo,2018,10,19,12,não,0,4,66,HD,IPS,não,1000,0,entrada
dell,2022,8,13,12,não,0,3,229,FULLHD,IPS,sim,0,2000,2em1
dell,2018,6,7,2,não,0,2,597,FULLHD,OLED,não,0,250,ultraportatil
dell,2022,6,7,16,não,0,4,529,HD,OLED,não,0,2000,intermediario
hp,2022,6,8,8,sim,2,4,181,FULLHD,VA,não,0,2000,jogos_entrada
acer,2016,6,8,6,não,0,4,386,HD,TN,não,500,0,entrada
xiaomi,2020,10,17,8,não,0,2,557,FULLHD,OLED,não,0,250,premium
positivo,2013,6,6,12,não,0,4,297,HD,IPS,não,0,2000,entrada
apple,2015,12,14,16,não,0,3,542,FULLHD,OLED,não,0,250,premium
huawei,2010,8,14,16,não,0,3,533,QUADHD,AMOLED,não,2000,250,premium
samsung,2023,6,9,32,sim,8,4,172,FULLHD,OLED,não,0,250,jogos_premium
dell,2015,8,15,4,não,0,3,578,FULLHD,OLED,não,0,250,ultraportatil
huawei,2022,4,6,16,não,0,3,506,4K,AMOLED,não,0,2000,premium
samsung,2023,6,7,32,não,0,2,369,FULLHD,AMOLED,sim,0,1000,2em1
samsung,2013,4,7,16,não,0,3,459,HD,TN,não,0,250,entrada
samsung,2010,4,4,32,sim,6,2,121,4K,OLED,não,2000,250,jogos_premium
hp,2020,8,16,16,não,0,2,592,FULLHD,VA,não,0,1000,ultraportatil
dell,2016,10,20,8,não,0,3,367,FULLHD,IPS,sim,0,1000,2em1
asus,2016,12,18,16,não,0,2,424,FULLHD,AMOLED,sim,0,250,premium
xiaomi,2023,12,23,8,não,0,2,451,4K,AMOLED,não,0,250,premium
lenovo,2010,4,4,12,não,0,2,74,HD,VA,não,1000,0,intermediario
asus,2016,10,18,32,não,0,3,31,HD,IPS,não,0,250,intermediario
dell,2019,8,8,12,não,0,2,573,FULLHD,TN,não,0,2000,ultraportatil
positivo,2012,4,6,8,não,0,1,67,HD,IPS,não,2000,0,entrada
lenovo,2011,6,7,8,sim,2,3,183,FULLHD,OLED,não,1000,500,jogos_entrada
dell,2023,4,8,12,sim,2,4,140,FULLHD,VA,não,0,250,jogos_entrada
positivo,2018,8,14,6,não,0,3,162,HD,IPS,não,1000,0,entrada
positivo,2012,2,2,12,não,0,4,86,HD,IPS,não,0,500,entrada
apple,2013,6,7,16,não,0,3,428,4K,AMOLED,não,1000,250,premium
acer,2023,6,7,32,não,0,4,469,HD,TN,não,500,125,entrada
positivo,2023,12,12,8,não,0,3,178,HD,IPS,não,250,500,entrada
hp,2015,10,18,12,sim,4,4,35,FULLHD,OLED,não,0,250,jogos_intermediarios
acer,2021,10,19,32,sim,6,4,141,4K,OLED,não,0,2000,jogos_premium
apple,2016,10,10,16,não,0,2,497,QUADHD,AMOLED,não,0,1000,premium
dell,2015,8,12,16,sim,6,1,170,QUADHD,AMOLED,não,0,2000,jogos_premium
asus,2019,12,20,4,não,0,4,149,HD,IPS,não,500,0,intermediario
acer,2017,8,14,16,não,0,3,527,FULLHD,OLED,não,0,1000,premium
acer,2010,12,18,8,não,0,2,569,QUADHD,OLED,não,250,250,premium
huawei,2017,8,16,16,não,0,3,416,4K,AMOLED,não,0,250,premium
huawei,2017,10,12,8,não,0,2,488,FULLHD,OLED,não,0,1000,premium
huawei,2016,12,19,8,não,0,3,478,FULLHD,AMOLED,não,0,250,premium
huawei,2022,6,10,8,não,0,2,471,QUADHD,AMOLED,não,0,250,premium
dell,2022,12,14,16,sim,12,4,161,FULLHD,AMOLED,não,0,250,jogos_premium
acer,2020,6,6,2,não,0,4,105,HD,TN,não,250,0,entrada
razer,2018,4,7,16,não,0,3,509,FULLHD,OLED,não,0,2000,premium
samsung,2012,2,4,2,não,0,2,219,FULLHD,AMOLED,sim,250,250,2em1
asus,2010,2,2,16,não,0,3,505,FULLHD,AMOLED,sim,250,250,2em1
apple,2013,10,12,8,não,0,3,556,FULLHD,OLED,não,0,500,premium
apple,2018,10,19,8,não,0,3,564,4K,OLED,não,0,250,premium
positivo,2016,6,10,32,não,0,1,94,HD,TN,não,0,1000,entrada
dell,2012,12,13,16,sim,4,4,61,FULLHD,TN,não,2000,125,jogos_intermediarios
acer,2022,6,6,32,não,0,2,373,FULLHD,AMOLED,sim,0,250,2em1
lenovo,2016,6,11,8,sim,2,2,178,FULLHD,OLED,não,0,250,jogos_entrada
lenovo,2019,4,5,64,não,0,4,384,HD,TN,não,500,0,intermediario
acer,2019,12,12,16,sim,6,4,65,4K,AMOLED,não,0,2000,jogos_premium
apple,2022,12,13,16,não,0,2,486,FULLHD,OLED,não,0,250,premium
xiaomi,2020,10,19,16,não,0,3,458,QUADHD,OLED,não,0,1000,premium
acer,2018,4,4,8,não,0,3,565,FULLHD,AMOLED,não,0,500,premium
xiaomi,2017,12,14,16,não,0,3,593,4K,AMOLED,não,0,1000,premium
huawei,2011,8,15,16,não,0,2,513,QUADHD,OLED,não,500,250,premium
hp,2010,4,8,8,sim,2,2,72,FULLHD,IPS,não,1000,500,jogos_entrada
lenovo,2013,10,18,12,sim,6,3,156,QUADHD,VA,não,1000,2000,jogos_intermediarios
huawei,2013,10,13,16,não,0,2,463,FULLHD,OLED,não,0,250,premium
razer,2014,12,14,16,sim,6,3,82,4K,OLED,não,500,500,jogos_premium
apple,2021,4,4,8,não,0,2,499,FULLHD,AMOLED,não,0,250,premium
apple,2020,12,20,8,não,0,2,523,4K,OLED,não,0,500,premium
acer,2019,8,10,8,sim,2,4,130,FULLHD,OLED,não,0,2000,jogos_entrada
dell,2013,6,10,16,sim,6,3,148,QUADHD,AMOLED,não,250,2000,jogos_premium
positivo,2021,6,11,6,não,0,2,41,HD,TN,não,500,0,entrada
razer,2015,4,6,32,sim,6,3,141,4K,OLED,não,0,2000,jogos_premium
dell,2015,12,21,16,não,0,2,586,4K,AMOLED,não,0,500,premium
samsung,2014,8,16,32,sim,6,3,195,QUADHD,OLED,não,500,250,jogos_premium
positivo,2010,2,3,8,não,0,1,244,HD,TN,não,500,0,entrada
apple,2014,10,15,8,não,0,2,560,QUADHD,AMOLED,não,1000,250,premium
lenovo,2010,4,5,8,não,0,3,489,FULLHD,AMOLED,sim,500,250,2em1
dell,2016,8,14,16,não,0,2,507,QUADHD,AMOLED,sim,0,500,premium
positivo,2017,6,10,2,não,0,4,111,HD,TN,não,0,500,entrada
hp,2020,8,8,8,sim,2,4,135,FULLHD,VA,não,0,500,jogos_entrada
hp,2019,8,9,16,não,0,3,512,FULLHD,VA,não,0,500,ultraportatil
dell,2013,2,2,8,sim,4,2,31,FULLHD,TN,não,1000,2000,jogos_entrada
acer,2014,8,8,32,não,0,2,581,FULLHD,OLED,não,2000,125,ultraportatil
razer,2014,4,8,16,sim,6,3,30,FULLHD,OLED,não,0,250,jogos_premium
apple,2016,6,9,8,não,0,3,426,FULLHD,OLED,não,0,250,premium
dell,2014,8,8,8,sim,2,1,64,FULLHD,OLED,não,0,250,jogos_entrada
hp,2015,4,4,2,não,0,2,504,FULLHD,VA,não,0,500,ultraportatil
asus,2016,6,6,8,não,0,3,426,4K,OLED,não,0,250,premium
huawei,2017,10,17,16,não,0,3,515,FULLHD,OLED,não,0,250,premium
lenovo,2022,8,8,32,não,0,1,329,HD,OLED,não,0,1000,intermediario
apple,2011,4,5,8,não,0,2,402,QUADHD,OLED,não,500,250,premium
dell,2019,4,8,16,sim,6,4,102,4K,TN,não,0,250,jogos_intermediarios
positivo,2013,4,8,8,não,0,1,223,HD,TN,não,2000,0,entrada
positivo,2012,6,8,4,não,0,2,279,HD,IPS,não,250,0,entrada
apple,2015,6,12,8,não,0,2,448,4K,OLED,não,0,500,premium
acer,2011,4,6,12,não,0,3,525,FULLHD,OLED,não,250,250,ultraportatil
dell,2012,6,8,16,não,0,2,97,FULLHD,IPS,sim,1000,250,2em1
razer,2015,6,7,32,sim,6,3,185,4K,AMOLED,não,0,2000,jogos_premium
huawei,2020,8,8,8,não,0,3,537,4K,OLED,não,0,250,premium
positivo,2019,12,22,8,não,0,3,198,HD,IPS,não,0,500,entrada
apple,2022,8,8,16,não,0,2,578,4K,OLED,não,0,500,premium
lenovo,2013,6,8,2,não,0,2,500,FULLHD,TN,não,2000,1000,ultraportatil
xiaomi,2015,4,7,16,não,0,2,529,QUADHD,OLED,não,0,250,premium
razer,2010,6,12,16,sim,6,4,151,4K,OLED,não,1000,2000,jogos_premium
razer,2015,10,13,16,não,0,2,469,FULLHD,AMOLED,não,0,2000,premium
hp,2014,10,20,8,sim,2,3,118,FULLHD,VA,não,250,2000,jogos_entrada
apple,2018,4,5,8,não,0,3,547,FULLHD,AMOLED,não,0,2000,premium
asus,2010,4,7,8,não,0,2,485,QUADHD,AMOLED,sim,0,250,premium
acer,2018,10,15,32,sim,6,2,63,4K,AMOLED,não,0,250,jogos_premium
huawei,2020,8,11,16,não,0,3,471,4K,AMOLED,não,0,250,premium
xiaomi,2014,6,11,8,não,0,3,581,QUADHD,AMOLED,não,500,250,premium
hp,2022,6,10,12,sim,2,4,57,FULLHD,OLED,não,0,1000,jogos_entrada
hp,2022,6,6,64,não,0,2,564,FULLHD,TN,não,0,1000,ultraportatil
asus,2014,6,11,16,não,0,3,544,FULLHD,OLED,não,2000,1000,ultraportatil
xiaomi,2012,6,7,8,não,0,3,452,QUADHD,AMOLED,não,500,250,premium
acer,2010,6,6,8,não,0,1,578,HD,OLED,não,2000,0,intermediario
acer,2017,12,23,16,sim,6,3,146,QUADHD,IPS,não,0,250,jogos_intermediarios
huawei,2020,4,6,8,não,0,3,477,FULLHD,OLED,não,0,250,premium
dell,2023,12,24,64,não,0,2,514,FULLHD,TN,não,0,250,ultraportatil
lenovo,2014,10,16,16,não,0,3,190,FULLHD,AMOLED,sim,500,250,2em1
huawei,2016,4,8,16,não,0,2,560,FULLHD,AMOLED,não,0,500,premium
acer,2011,6,12,12,não,0,1,598,HD,VA,não,1000,0,intermediario
razer,2017,4,5,32,sim,6,2,181,QUADHD,OLED,não,0,250,jogos_premium
asus,2010,6,10,12,não,0,4,46,HD,TN,não,500,0,entrada
huawei,2013,4,6,16,não,0,3,541,QUADHD,AMOLED,não,2000,250,premium
asus,2017,10,12,4,não,0,2,519,FULLHD,IPS,sim,0,250,2em1
dell,2017,6,9,8,não,0,3,285,FULLHD,AMOLED,sim,0,2000,2em1
xiaomi,2017,10,13,16,não,0,3,591,4K,OLED,não,0,1000,premium
apple,2012,6,12,16,não,0,3,532,FULLHD,AMOLED,não,0,2000,premium
apple,2012,8,15,16,não,0,2,553,QUADHD,OLED,não,2000,250,premium
razer,2022,10,10,32,sim,12,4,121,4K,OLED,não,0,250,jogos_premium
xiaomi,2013,8,13,8,não,0,2,422,4K,AMOLED,não,500,250,premium
positivo,2013,4,8,12,não,0,1,164,HD,IPS,não,250,0,entrada
asus,2014,4,7,8,não,0,2,555,FULLHD,AMOLED,sim,500,250,2em1
huawei,2023,12,23,16,não,0,3,436,FULLHD,AMOLED,não,0,250,premium
razer,2018,12,22,16,não,0,2,468,4K,AMOLED,não,0,500,premium
razer,2018,4,4,16,não,0,2,550,FULLHD,OLED,não,0,250,premium
samsung,2015,6,8,32,sim,6,4,50,FULLHD,AMOLED,não,0,250,jogos_premium
razer,2013,10,11,32,sim,6,3,200,FULLHD,OLED,não,0,2000,jogos_premium
lenovo,2015,8,12,2,não,0,1,30,HD,IPS,não,0,2000,entrada
samsung,2017,10,10,16,não,0,2,554,FULLHD,OLED,não,0,250,premium
huawei,2018,4,8,8,não,0,3,445,QUADHD,OLED,não,0,250,premium
apple,2018,12,22,8,não,0,2,425,FULLHD,AMOLED,não,0,1000,premium
dell,2022,12,23,16,não,0,3,593,FULLHD,OLED,não,0,1000,ultraportatil
dell,2015,10,20,32,sim,6,3,178,FULLHD,AMOLED,não,0,2000,jogos_premium
lenovo,2018,4,8,8,não,0,3,456,QUADHD,AMOLED,não,0,250,premium
huawei,2011,12,14,8,não,0,2,566,FULLHD,OLED,não,0,500,premium
apple,2023,8,9,16,não,0,2,407,4K,AMOLED,não,0,250,premium
xiaomi,2019,12,13,8,não,0,3,558,QUADHD,OLED,não,0,2000,premium
razer,2020,12,17,32,sim,6,4,194,QUADHD,AMOLED,não,0,1000,jogos_premium
samsung,2015,12,16,16,não,0,2,514,4K,OLED,não,0,500,premium
dell,2018,6,11,64,não,0,3,589,FULLHD,AMOLED,sim,0,1000,2em1
dell,2023,4,7,12,sim,4,4,151,FULLHD,VA,não,0,1000,jogos_entrada
hp,2014,6,11,12,sim,4,3,56,FULLHD,OLED,não,500,250,jogos_entrada
xiaomi,2014,4,8,8,não,0,3,409,FULLHD,OLED,não,1000,250,premium
xiaomi,2012,4,8,16,não,0,2,467,QUADHD,AMOLED,não,250,250,premium
huawei,2012,8,12,8,não,0,2,427,FULLHD,OLED,não,250,250,premium
asus,2014,6,9,12,não,0,3,513,FULLHD,OLED,não,250,2000,ultraportatil
asus,2022,12,21,6,não,0,4,489,HD,TN,não,0,500,intermediario
dell,2019,10,19,16,não,0,2,562,4K,AMOLED,sim,0,250,premium
positivo,2019,12,16,4,não,0,1,66,HD,TN,não,0,1000,entrada
positivo,2015,8,14,2,não,0,4,150,HD,IPS,não,0,250,entrada
dell,2021,8,11,16,não,0,3,236,HD,TN,não,500,0,entrada
positivo,2016,10,20,2,não,0,4,172,HD,TN,não,500,0,entrada
hp,2015,12,21,12,sim,6,4,196,QUADHD,IPS,não,0,250,jogos_intermediarios
positivo,2022,10,10,16,não,0,2,137,HD,TN,não,250,1000,entrada
huawei,2018,10,20,16,não,0,3,533,FULLHD,AMOLED,não,0,500,premium
apple,2010,4,5,16,não,0,2,448,FULLHD,OLED,não,2000,250,premium
huawei,2015,10,15,16,não,0,2,509,QUADHD,AMOLED,não,0,250,premium
hp,2013,6,11,4,não,0,3,542,FULLHD,IPS,não,500,250,ultraportatil
samsung,2016,8,12,16,sim,6,2,30,FULLHD,TN,não,0,1000,jogos_intermediarios
lenovo,2010,4,8,4,não,0,3,511,FULLHD,IPS,não,0,500,ultraportatil
xiaomi,2017,10,16,16,não,0,3,546,4K,AMOLED,não,0,250,premium
apple,2018,6,7,8,não,0,3,512,4K,AMOLED,não,0,1000,premium
positivo,2014,6,9,6,não,0,4,60,HD,IPS,não,2000,0,entrada
lenovo,2020,4,6,12,sim,2,4,83,FULLHD,TN,não,0,250,jogos_entrada
huawei,2017,10,14,8,não,0,2,406,FULLHD,AMOLED,não,0,2000,premium
hp,2015,10,18,8,não,0,3,538,FULLHD,VA,não,0,250,ultraportatil
asus,2020,12,12,16,não,0,3,440,FULLHD,AMOLED,não,0,250,premium
dell,2012,12,20,32,sim,6,1,97,FULLHD,OLED,não,1000,125,jogos_premium
samsung,2014,4,4,16,não,0,3,151,HD,OLED,não,2000,0,intermediario
acer,2018,6,7,32,sim,6,4,147,QUADHD,OLED,não,0,2000,jogos_premium
razer,2014,12,19,32,sim,6,1,179,4K,OLED,não,500,500,jogos_premium
dell,2015,12,23,16,sim,4,4,38,QUADHD,OLED,não,0,1000,jogos_intermediarios
xiaomi,2010,10,19,16,não,0,3,505,4K,OLED,não,0,500,premium
samsung,2017,6,11,32,não,0,1,205,HD,VA,não,2000,0,intermediario
lenovo,2021,12,17,16,sim,6,4,50,QUADHD,AMOLED,não,0,250,jogos_premium
acer,2016,10,20,12,sim,4,3,46,FULLHD,OLED,não,0,250,jogos_entrada
apple,2014,12,13,8,não,0,2,592,FULLHD,OLED,não,1000,250,premium
razer,2017,6,8,16,sim,6,1,58,4K,AMOLED,não,0,500,jogos_premium
positivo,2011,4,7,12,não,0,2,274,HD,TN,não,1000,0,entrada
xiaomi,2014,10,13,8,não,0,2,463,QUADHD,AMOLED,não,1000,250,premium
xiaomi,2022,6,7,8,não,0,2,587,FULLHD,OLED,não,0,2000,premium
asus,2021,4,7,12,não,0,2,516,FULLHD,OLED,não,0,250,ultraportatil
hp,2023,8,10,12,sim,2,4,156,FULLHD,OLED,não,0,500,jogos_entrada
